具体地址,小区名称,格局,总价,每平米价格,朝向,面积,楼层,装修,房屋结构
哈西商圈,龙泽金水尚都西区,1室1厅,106,15639,南,67.78,31,简装,板楼
师大附小沙曼小区,沙曼小区五街区,2室1厅,62,10648,南 北,58.23,7,简装,板楼
革新教堂,国庆街,2室1厅,32.8,5598,南 北,58.6,6,精装,板楼
哈西商圈,万达华宅E区,2室1厅,165,18012,南,91.61,31,精装,板楼
儿童公园,人和街,2室1厅,42.8,8917,南,48,8,简装,板楼
花园铁岭继红校,龙江街,3室1厅,134,15228,南 北,88,7,精装,板楼
哈西商圈,辰能溪树庭院,3室1厅,320,20066,南 西 北,159.48,24,精装,板楼
哈西商圈,华闻大厦,1室0厅,60,11405,南,52.61,21,简装,板楼
西大桥商圈,和兴路,3室2厅,155,9688,南 北,160,7,精装,板楼
花园铁岭继红校,吉林街,2室0厅,80,17970,南 北,44.52,7,简装,板楼
革新教堂,巴山街,1室1厅,22,6952,南,31.65,8,简装,板楼
哈西商圈,东辉明珠园,2室2厅,235,17006,南 北,138.19,17,精装,板楼
海城市场商圈,中山路,2室1厅,36,7803,南,46.14,7,毛坯,暂无数据
哈西商圈,辰能溪树庭院,4室3厅,399.8,25955,南 北,154.04,11,精装,板楼
哈西商圈,龙泽金水尚都西区,1室1厅,106,14721,南,72.01,25,精装,板楼
哈西商圈,悦城,1室1厅,79.8,15960,西北,50,25,简装,板楼
宣西宣庆体院,十字街,2室1厅,54.3,8476,西,64.07,8,简装,板楼
哈特百脑汇教化工大,桥北小区,2室1厅,63.8,10291,西北,62,7,毛坯,板楼
哈西商圈,金域蓝城,2室1厅,130,15342,南,84.74,30,简装,板楼
哈西商圈,丽景春天,2室1厅,52,7109,南 北,73.15,6,简装,板楼
革新教堂,革新街,5室1厅,140,9736,南 北,143.8,4,精装,暂无数据
革新教堂,士课街(巴山街),1室1厅,28.8,8000,南,36,7,简装,板楼
宣西宣庆体院,体院家属楼,2室1厅,82,10927,东 西,75.05,6,精装,板楼
儿童公园,分部街,1室1厅,37.5,6859,东 西,54.68,7,简装,板楼
海城市场商圈,华风海城湾,1室1厅,85,12323,西南,68.98,30,精装,板楼
花园铁岭继红校,辽阳街,2室1厅,62,10164,东 西,61,3,简装,暂无数据
新发小区大润发,上和置地,1室0厅,70,13723,南,51.01,29,简装,塔楼
海城市场商圈,工大左岸,1室1厅,86,12286,东 东南 南,70,32,简装,板塔结合
哈西商圈,东辉明珠园,3室2厅,160,13770,南 北,116.2,18,精装,板楼
哈西商圈,悦城,2室1厅,191.3,17076,南 北,112,18,精装,板楼
哈西商圈,万达华宅E区,3室2厅,258,20110,南 北,128.3,31,精装,板楼
团结萧红校哈站北秀宾馆,海关街,2室1厅,120,13322,南 北,90.08,7,简装,板楼
马家沟校大成街,宣德街,2室1厅,43,5530,南 北,77.76,8,简装,板楼
团结萧红校哈站北秀宾馆,松花江街,3室1厅,78.9,10221,南 北,77.2,7,简装,板楼
花园铁岭继红校,吉林街,1室1厅,85,18272,南,46.52,7,简装,板楼
哈西商圈,华润·凯旋门,1室1厅,105,17486,东,60.05,32,精装,板楼
师大附小沙曼小区,沙曼小区五街区,1室1厅,28,6830,东,41,8,简装,板楼
复华校国展工大附中,沈阳街,1室0厅,24,7522,北,31.91,8,简装,板楼
万达商圈,星河国际  湘江路,2室2厅,150,10371,西南,144.64,31,简装,塔楼
海城市场商圈,营部街,3室1厅,57.3,4940,南 北,116,8,精装,板楼
哈西商圈,西溪橡园,2室0厅,43.5,8369,西,51.98,18,毛坯,板塔结合
哈西商圈,南郡·香醍雅诺,2室2厅,240,15612,南 北,153.73,14,精装,板楼
南岗会展商圈,盟科视界,2室1厅,130.2,13197,东北,98.66,31,简装,板楼
复华校国展工大附中,复华小区北区,3室1厅,90,12532,南 北,71.82,8,简装,板楼
花园铁岭继红校,马家街,3室1厅,84,12174,北 南,69,8,简装,板楼
马家沟校大成街,文教街,1室1厅,20,6219,南,32.16,8,简装,板楼
宣西宣庆体院,宣西小区,2室1厅,95,7038,南 北,135,7,简装,板楼
龙塔,宣庆小区,2室1厅,55.9,9017,西,62,7,精装,板楼
革新教堂,革新街,1室1厅,34.5,9986,南,34.55,7,简装,板楼
宣西宣庆体院,宣西小区,2室1厅,62.7,8913,西,70.35,8,精装,板楼
龙塔,宣庆小区,2室1厅,42.8,5904,东 西,72.5,7,简装,板楼
哈西商圈,恒大翡翠华庭,3室2厅,207,16968,南 北,122,25,精装,板楼
儿童公园,中和街,2室1厅,32,6154,南 西,52,7,简装,板楼
南岗会展商圈,红旗示范新区,2室1厅,105,15579,南 北,67.4,7,简装,板楼
南岗会展商圈,红旗示范新区,2室1厅,77,13276,东,58,8,简装,板楼
马家沟校大成街,文教街,2室1厅,36.5,6760,东 西,54,7,简装,板楼
哈西商圈,纳帕英郡,3室1厅,229.8,17711,南 北,129.75,33,精装,板塔结合
革新教堂,革新街,1室1厅,40,8164,西北,49,8,精装,板楼
哈西商圈,壹品新境,2室2厅,175,15152,南 北,115.5,28,精装,板楼
宣西宣庆体院,傲城国际,2室1厅,178,13333,东 西,133.51,30,精装,板楼
宣西宣庆体院,海富金棕榈,1室1厅,95.6,15077,西北,63.41,32,精装,板楼
哈西商圈,学府花园,2室1厅,72,9474,南 北,76,8,简装,板楼
花园铁岭继红校,河渠街,2室2厅,136,16268,南 北,83.6,7,精装,板楼
花园铁岭继红校,东大直街,2室1厅,37,7028,南 北,52.65,7,简装,板楼
儿童公园,分部街,1室1厅,38,8637,南,44,7,简装,板楼
儿童公园,光芒街(永和街),2室1厅,37,7089,南 北,52.2,8,简装,板楼
师大附小沙曼小区,林兴小区,2室1厅,41.9,8216,东 西,51,8,简装,板楼
西大桥商圈,新七政小区,1室1厅,35,7000,南,50,8,精装,塔楼
哈西商圈,金海城,2室1厅,55,7661,南 北,71.8,7,简装,板楼
西大桥商圈,清明小区（新区）,1室1厅,39.8,13854,南 北,28.73,7,精装,板楼
哈南商圈,鲁商·松江新城,2室2厅,168,13771,南 北,122,22,精装,板楼
花园铁岭继红校,龙江街,3室1厅,198,17158,南 北,115.4,6,简装,板楼
儿童公园,中和街,2室1厅,55,7747,南 北,71,6,简装,板楼
南岗会展商圈,红旗示范新区,2室1厅,72.8,12617,东,57.7,8,简装,板楼
哈西商圈,鸿朗花园南区,2室1厅,95,11657,东 南 西,81.5,7,其他,暂无数据
哈西商圈,西城丽景,1室1厅,72,13585,南 北,53,25,简装,板楼
宣西宣庆体院,马端街,2室1厅,38,7308,南 北,52,7,简装,塔楼
哈西商圈,万达华宅F区,2室1厅,167,18153,南,92,31,简装,板楼
儿童公园,人和街,1室1厅,48,8422,南,57,8,精装,板楼
宣西宣庆体院,海富金棕榈,2室1厅,198,17218,东 西,115,32,精装,板楼
南岗分局十三中,辽河小区,1室0厅,31.8,8577,南,37.08,7,简装,板楼
哈南商圈,新苑家园,2室1厅,68,7064,南 北,96.27,6,简装,暂无数据
花园铁岭继红校,禧年中心,2室1厅,181,12526,南 北,144.5,30,精装,塔楼
革新教堂,巴陵街,2室1厅,37.8,8400,南 北,45,7,简装,板楼
哈西商圈,征仪路花园小区A区西区,2室1厅,94,8174,南 北,115,7,精装,板楼
宣西宣庆体院,宣西小区,2室1厅,45.8,7819,南,58.58,7,简装,板楼
西大桥商圈,和兴路,2室1厅,75,10998,南 北,68.2,7,精装,板楼
革新教堂,革新街,2室1厅,87,9158,南 北,95,8,精装,板楼
师大附小沙曼小区,公路设计院家属楼,2室1厅,138,10223,南 北,135,26,精装,板楼
哈南商圈,英伦名邸,1室1厅,92,10891,西,84.48,20,精装,板楼
哈南商圈,英伦名邸,1室2厅,70,12368,西,56.6,23,精装,板楼
哈西商圈,中交香颂,1室1厅,56,12445,西北,45,22,精装,板楼
西大桥商圈,和兴路,2室0厅,93,21380,南,43.5,7,简装,板塔结合
新发小区大润发,新发小区B区,2室1厅,52,7028,南 北,74,9,简装,板楼
船舶军工,盟科观邸,2室1厅,135,14005,西北,96.4,23,精装,板塔结合
哈西商圈,万达华宅F区,2室1厅,143,15574,南,91.82,31,精装,板楼
哈南商圈,新苑家园,1室1厅,40,8696,东 西,46,6,精装,板楼
海城市场商圈,华风海城湾,2室1厅,160,12308,南 北,130,30,精装,塔楼
花园铁岭继红校,吉林街,3室1厅,183,21786,南 北,84,5,简装,板楼
儿童公园,红军街,2室1厅,135,20741,西,65.09,36,精装,板塔结合
马家沟校大成街,平公街,1室1厅,29.8,9313,南,32,7,简装,板楼
儿童公园,新永和街,2室1厅,45,7974,南,56.44,7,精装,板塔结合
儿童公园,中和街,2室1厅,45,6429,东 西,70,7,简装,板楼
哈西商圈,中交香颂,1室1厅,76,12763,南,59.55,22,精装,平房
哈西商圈,辰能溪树庭院,1室1厅,70,10409,南,67.25,32,精装,板楼
马家沟校大成街,文教街,1室1厅,31,9394,西,33,8,毛坯,板楼
船舶军工,文化家园,2室1厅,125,13441,南 北,93,8,精装,板塔结合
马家沟校大成街,文教街,2室0厅,39.8,8449,南,47.11,8,简装,板楼
海城市场商圈,营部街,1室1厅,24.5,7628,南,32.12,7,毛坯,板楼
南岗分局十三中,华山小区,1室1厅,29,8406,南,34.5,7,简装,板楼
师大附小沙曼小区,文化大院,2室1厅,125,21187,南,59,7,简装,板楼
马家沟校大成街,洁净街,2室1厅,48,6858,东南,70,7,简装,板楼
哈特百脑汇教化工大,上夹树街,1室1厅,68,12505,南 北,54.38,3,简装,板楼
龙塔,宣庆小区,2室1厅,51.8,9593,南 北,54,7,简装,板楼
花园铁岭继红校,东大直街,1室1厅,28,8236,南 北,34,7,简装,板楼
海城市场商圈,华风海城湾,2室1厅,140,14029,南,99.8,29,精装,板楼
马家沟校大成街,芦家街,2室1厅,53.8,9439,南 北,57,7,精装,板楼
南岗会展商圈,信恒现代城,2室1厅,81,8710,南 北,93,8,精装,板塔结合
革新教堂,雨阳街,2室0厅,40,9346,西,42.8,6,简装,暂无数据
南岗会展商圈,盟科视界,2室1厅,208,15523,南 北,134,33,精装,板楼
王岗商圈,红星凯悦,2室1厅,62.5,8828,南 北,70.8,14,精装,板楼
哈西商圈,巴黎第五区,4室2厅,375,23316,南 北,160.84,11,精装,板楼
宣西宣庆体院,宣西小区,2室1厅,47.8,9193,南 北,52,6,精装,板楼
革新教堂,黑山街,1室1厅,28.8,7579,东 西,38,7,简装,板楼
马家沟校大成街,平公街,2室0厅,62,7849,西,79,7,精装,板楼
西大桥商圈,和兴小区,2室1厅,99,8685,南 北,114,8,简装,板塔结合
龙塔,第四方元里,3室2厅,115,6318,南 北,182.02,7,精装,板楼
龙塔,宣庆小区,2室1厅,55,8883,西,61.92,7,简装,板楼
南岗分局十三中,华山小区,2室1厅,70.2,9117,西,77,6,简装,板楼
哈西商圈,枫蓝国际,1室1厅,90,13847,南,65,32,简装,板楼
革新教堂,国庆街,1室1厅,28,8715,南,32.13,6,简装,板楼
花园铁岭继红校,禧年中心,2室1厅,214.5,13000,东 南 西,165,30,精装,塔楼
花园铁岭继红校,禧年中心,2室1厅,174,12429,东 西,140,30,简装,塔楼
宣西宣庆体院,大成街,2室1厅,45.6,9914,南,46,8,精装,板楼
哈西商圈,保利清华颐园,1室1厅,98,15265,南,64.2,33,精装,板楼
西大桥商圈,一匡小区,1室1厅,37.5,7636,东南,49.11,7,简装,板楼
哈西商圈,壹品新境,2室1厅,176,15576,南 北,113,28,精装,板楼
马家沟校大成街,平公街,2室1厅,72,8276,南 北,87,7,精装,板楼
南岗分局十三中,馨悦家园,2室1厅,160,13017,南 北,122.92,8,简装,板楼
哈西商圈,涧桥西畔,1室1厅,109.8,15686,南,70,30,其他,板楼
马家沟校大成街,宣威街,2室2厅,65,7927,南 北,82,8,简装,板楼
南岗分局十三中,辽河小区,2室1厅,43,7096,南 北,60.6,7,精装,板楼
南岗会展商圈,信恒现代城,2室1厅,110,11828,东 西,93,8,简装,板塔结合
哈西商圈,枫蓝国际,2室1厅,150,13158,南 北,114,32,精装,板楼
新发小区大润发,新发小区C区,1室1厅,29.8,8515,南,35,7,简装,板楼
新发小区大润发,交电街,2室1厅,65,8667,南 北,75,7,简装,板楼
哈西商圈,农建新苑,2室1厅,44.1,7000,南 北,63,11,毛坯,暂无数据
哈西商圈,农建新苑,2室1厅,52.5,7000,南,75,11,毛坯,暂无数据
哈西商圈,西典家园北区,2室1厅,145,12832,南 北,113,17,精装,板楼
哈西商圈,枫蓝国际,2室1厅,100,13470,东南,74.24,33,精装,板楼
哈特百脑汇教化工大,曲线街,2室0厅,26.8,9216,南,29.08,4,简装,板楼
哈特百脑汇教化工大,桥西小区,1室1厅,58,9571,东 西,60.6,8,精装,板塔结合
花园铁岭继红校,辽阳街,2室1厅,109,11355,南 北,96,8,简装,板楼
龙塔,盟科时代,2室1厅,159.8,10725,南 北,149,14,简装,板楼
新发小区大润发,新发小区A区,2室1厅,58,9063,南 北,64,8,精装,板楼
新发小区大润发,新发小区,2室1厅,30,7143,南 北,42,8,简装,板楼
师大附小沙曼小区,文化厅宿舍楼小区,2室1厅,58,8530,东 西,68,7,简装,暂无数据
马家沟校大成街,洁净街,1室1厅,25,8131,西南,30.75,7,简装,板楼
哈西商圈,哈西万达SOHO公寓,1室1厅,47,9400,南,50,29,精装,板楼
马家沟校大成街,文教街,2室1厅,46.8,8447,南,55.41,5,精装,板楼
儿童公园,比乐街,1室1厅,24,7273,西,33,7,简装,板楼
革新教堂,奋斗路,1室1厅,33.8,10563,南 北,32,7,精装,板楼
王岗商圈,旗凯丽园,1室1厅,27,6327,西,42.68,11,简装,板楼
宣西宣庆体院,宣西小区,3室1厅,120,9524,南 北,126,5,毛坯,板楼
哈西商圈,盛世桃园,2室1厅,96,9946,南 北,96.53,8,精装,板楼
新发小区大润发,交电街,1室1厅,35,8975,东,39,7,精装,板楼
哈西商圈,福顺尚都,1室1厅,82,13016,南,63,31,精装,板塔结合
马家沟校大成街,芦家街,1室1厅,37,6852,东 西,54,8,其他,板楼
马家沟校大成街,芦家街,2室1厅,34,6539,南,52,6,简装,板楼
宣西宣庆体院,宣西小区,2室1厅,63,8136,南 北,77.44,7,简装,板楼
海城市场商圈,第二巴陵街,2室1厅,56.8,8115,南 北,70,8,精装,板楼
西大桥商圈,清明小区（新区）,1室1厅,28,8616,南,32.5,7,毛坯,板楼
哈西商圈,南郡·香醍雅诺,2室1厅,156,19189,南,81.3,18,精装,板楼
哈西商圈,金爵万象,1室2厅,78,10264,南,76,20,简装,板楼
海城市场商圈,文平街,1室1厅,29,7074,南,41,7,简装,板楼
哈西商圈,阳光家园四期,2室1厅,120,12061,南 北,99.5,18,精装,暂无数据
宣西宣庆体院,宣西小区,2室1厅,78,9583,南 北,81.4,8,精装,板楼
南岗分局十三中,金河小区,1室1厅,26,6980,东,37.25,8,简装,板楼
师大附小沙曼小区,沙曼小区六街区,2室1厅,59,10173,南 北,58,7,精装,板楼
哈西商圈,省农科院住宅小区,2室1厅,65,8464,南 北,76.8,6,精装,板楼
新发小区大润发,新发小区D区,1室1厅,40,8511,南 北,47,8,简装,板楼
花园铁岭继红校,吉林街,2室1厅,110,20755,南,53,19,简装,板塔结合
革新教堂,国庆街,2室1厅,54,8867,东南,60.9,6,简装,板楼
哈西商圈,哈西万达SOHO公寓,1室0厅,40,10527,南,38,31,精装,板塔结合
师大附小沙曼小区,地矿花园,2室1厅,56,10182,东 西,55,7,精装,板楼
师大附小沙曼小区,林兴小区,1室1厅,30,8834,东南,33.96,7,简装,板楼
哈西商圈,金域蓝城,2室2厅,175,15630,南 北,111.97,30,精装,板楼
南岗会展商圈,盟科视界,2室1厅,220,15632,南 北,140.74,32,精装,板楼
哈西商圈,东方新天地,2室1厅,150,15152,东南 北,99,18,精装,板楼
儿童公园,比乐街,1室1厅,34,7817,东 西,43.5,8,简装,板楼
儿童公园,新永和街,2室1厅,61,9366,南 北,65.13,7,简装,暂无数据
宣西宣庆体院,宣西小区,2室1厅,45,5625,东 西,80,7,精装,板楼
宣西宣庆体院,十字街,1室1厅,32.6,10517,南,31,7,精装,板楼
马家沟校大成街,金丰优豪斯,1室0厅,52,11064,南,47,25,简装,板楼
西大桥商圈,清滨路,2室1厅,49.8,7339,南 北,67.86,6,精装,板楼
哈西商圈,西典家园南区,2室1厅,146,12196,南 北,119.72,17,精装,板楼
哈西商圈,南郡·香醍雅诺,2室1厅,162,18203,南 北,89,18,精装,板楼
王岗商圈,旗凯丽园,2室1厅,53,7067,北 南,75,11,简装,板楼
船舶军工,龙军小区,2室1厅,68,12290,东 西,55.33,7,精装,板楼
哈西商圈,纳帕英郡,1室1厅,117.6,18021,南,65.26,24,简装,板楼
革新教堂,革新街,2室1厅,47,7122,南,66,7,简装,板楼
哈西商圈,悦城,2室1厅,160,13806,南 北,115.9,18,精装,板楼
船舶军工,文化小区(南岗区),2室1厅,40,9524,东 西,42,8,简装,板楼
新发小区大润发,交电街,2室1厅,46,7502,东南,61.32,7,简装,板楼
新发小区大润发,上和置地,1室1厅,68,12593,南,54,29,简装,塔楼
花园铁岭继红校,东大直街,2室1厅,36.8,7830,东 西,47,8,简装,板楼
哈特百脑汇教化工大,上夹树街,1室1厅,46.8,13000,西,36,7,简装,板楼
革新教堂,黑山街,2室1厅,59,7461,南 北,79.08,7,精装,板楼
师大附小沙曼小区,双兴小区,2室2厅,145,12545,南 北,115.59,12,其他,板塔结合
王岗商圈,骏赫庄园,2室1厅,110,11341,南 北,97,6,毛坯,板楼
哈西商圈,金域蓝城,1室1厅,55,14474,南,38,26,简装,板楼
哈西商圈,保利颐和家园,2室1厅,95,11310,南 北,84,6,简装,板楼
哈西商圈,东方新天地,2室1厅,132,13651,南 北,96.7,18,精装,板楼
南岗会展商圈,泰海花园小区,2室1厅,139,12411,东 西,112,7,简装,板楼
海城市场商圈,第二巴陵街,2室1厅,59.8,7153,南 北,83.61,8,简装,板楼
仪兴商圈,牛房小区,2室1厅,59.5,8381,南 北,71,7,毛坯,板楼
南岗会展商圈,阳光绿色家园,2室1厅,110,12363,南 北,88.98,7,简装,板楼
革新教堂,果戈里大街,2室1厅,102,10737,南 北,95,7,简装,板楼
海城市场商圈,文景街,2室1厅,30,4762,南,63,9,简装,板楼
海城市场商圈,文营街,2室1厅,40,8334,南,48,8,简装,板楼
南岗会展商圈,信恒现代城,1室1厅,53,15015,东,35.3,12,简装,塔楼
哈西商圈,纳帕英郡,2室2厅,186,17865,南 北,104.12,33,其他,板楼
海城市场商圈,文营街,1室0厅,25.8,8460,南,30.5,8,简装,板楼
宣西宣庆体院,宣化街,2室1厅,56,7242,西南,77.33,8,简装,板楼
马家沟校大成街,芦家街,2室1厅,44.8,7594,南,59,8,简装,板楼
南岗会展商圈,信恒现代城,1室1厅,49.8,13362,西南,37.27,13,简装,塔楼
哈西商圈,学府绿景苑,2室1厅,87,8727,南 北,99.7,6,简装,板楼
龙塔,香榭丽苑,2室1厅,126,11053,西北,114,28,精装,塔楼
儿童公园,光芒街(永和街),2室1厅,58,8788,南,66,8,精装,板楼
马家沟校大成街,平公街,2室1厅,66.8,8049,东 西,83,8,简装,板楼
哈南商圈,跃兴家园,1室1厅,59,9483,南,62.22,18,毛坯,暂无数据
哈南商圈,鲁商·松江新城,2室2厅,170,14286,南 北,119,18,简装,板楼
哈西商圈,电影机小区,2室2厅,92,11011,南 北,83.56,7,简装,板楼
儿童公园,永新街,2室1厅,30,5883,南 北,51,6,简装,板楼
哈西商圈,学府绿景苑,2室1厅,90,8566,南 北,105.07,7,简装,板楼
哈西商圈,龙泽金水尚都东区,2室1厅,130,11927,南 北,109,23,精装,板楼
哈西商圈,西典家园南区,1室1厅,72,14400,西南,50,16,精装,板楼
南岗会展商圈,泰海花园小区,2室1厅,99,13200,南,75,7,精装,板楼
南岗会展商圈,泰海花园小区,2室1厅,89,12028,南 北,74,7,精装,板楼
哈西商圈,中海·雍景熙岸,2室1厅,146,16622,南 北,87.84,33,精装,板楼
复华校国展工大附中,沈阳街,2室0厅,42,9439,南 北,44.5,8,简装,板楼
儿童公园,比乐街,2室1厅,68,7494,南 北,90.75,7,精装,板楼
儿童公园,分部街,2室1厅,33,6735,南,49,6,简装,板楼
哈西商圈,壹品新境,2室2厅,175,15151,南 北,115.51,28,精装,板楼
新发小区大润发,新发小区F区,2室1厅,40,8511,南 北,47,8,简装,板楼
哈南商圈,鲁商·松江新城,2室2厅,129,13724,南 北,94,24,精装,板楼
南岗会展商圈,红旗示范新区,2室1厅,118,16290,南,72.44,8,简装,板楼
先锋路商圈,国际会展名城,1室1厅,106,12046,东南,88,31,精装,板楼
马家沟校大成街,芦家街,1室1厅,35,8685,南 北,40.3,8,精装,板楼
南岗会展商圈,盟科视界,2室1厅,95,16380,南,58,18,其他,板楼
龙塔,兴垦小区,2室1厅,81,10125,南 北,80,7,简装,板楼
龙塔,第二方园里,2室1厅,46,8845,西,52.01,7,精装,板楼
哈西商圈,金域蓝城,2室1厅,135,16182,南,83.43,30,精装,板楼
革新教堂,黑山街,2室0厅,39.3,8362,东 西,47,7,简装,板楼
南岗分局十三中,辽河小区,2室1厅,44,8149,南,54,7,简装,板楼
宣西宣庆体院,马端街,2室1厅,60,9524,南 北,63,8,精装,板楼
哈西商圈,阳光家园一期,2室1厅,105,9615,西南,109.21,7,简装,板楼
南岗分局十三中,辽河小区,2室1厅,52,9812,东 西,53,7,简装,板楼
宣西宣庆体院,宣化街,2室1厅,59.5,8934,南 北,66.6,8,精装,板楼
儿童公园,永新街,1室1厅,32,8889,西南,36,6,简装,板楼
师大附小沙曼小区,文化大院,2室1厅,115,20910,南 北,55,7,精装,板楼
花园铁岭继红校,龙江街,2室1厅,145,16478,东 西,88,11,简装,板楼
儿童公园,比乐街,2室1厅,45,7287,南 北,61.76,7,精装,板楼
新发小区大润发,三姓街,1室1厅,42,10145,南 北,41.4,6,简装,板楼
宣西宣庆体院,宣西小区,2室1厅,64.8,8877,南 北,73,7,精装,板楼
师大附小沙曼小区,公路设计院家属楼,2室1厅,196,14000,南 北,140,26,精装,板楼
花园铁岭继红校,东泰金谷,1室1厅,130,21667,东,60,31,精装,板塔结合
哈西商圈,天悦国际,2室1厅,200,31250,东南,64,18,简装,板楼
哈西商圈,爱达·九溪,2室1厅,180,19038,南,94.55,29,简装,板楼
哈西商圈,大众新城,2室1厅,66,9706,南,68,7,简装,板塔结合
儿童公园,中和街,2室1厅,41,8542,南 北,48,7,简装,板楼
南岗分局十三中,龙福家园(南岗区),2室1厅,110,9323,东 西 南,118,8,简装,板楼
宣西宣庆体院,宣西小区,1室1厅,26,7429,南,35,8,简装,板楼
南岗会展商圈,红旗示范新区,2室1厅,75,12712,南 北,59,8,简装,板楼
先锋路商圈,赫时,1室1厅,127,22830,西 南,55.63,24,简装,板塔结合
马家沟校大成街,文教街,2室1厅,41.5,7686,西,54,6,简装,板楼
哈特百脑汇教化工大,上夹树街,2室1厅,32.8,5755,南 北,57,8,精装,板塔结合
新发小区大润发,新发小区A区,2室1厅,62,8267,东 西,75,8,精装,板楼
南岗分局十三中,先锋二区段,1室1厅,45,13608,西,33.07,1,简装,板楼
西大桥商圈,一匡小区,2室1厅,47.5,9202,南 北,51.62,8,简装,板楼
马家沟校大成街,洁净街,1室1厅,37,8810,南,42,7,精装,板楼
儿童公园,中和街,2室1厅,64.8,10383,南 北,62.41,7,精装,板楼
儿童公园,中和街,1室1厅,33,7500,南 北,44,8,精装,板楼
哈西商圈,金海城,2室1厅,56,8116,南 北,69,7,精装,板楼
宣西宣庆体院,十字街,2室1厅,55.8,8753,东 西,63.75,8,精装,板楼
王岗商圈,旗凯丽园,1室1厅,48,8276,南,58,11,毛坯,板楼
南岗会展商圈,红旗示范新区,2室1厅,76,14340,南 北,53,7,精装,板楼
海城市场商圈,联部街,1室1厅,45,8824,南 北,51,7,简装,板楼
哈南商圈,锦绣华城,2室1厅,109.8,12696,南 北,86.49,30,精装,暂无数据
龙塔,吉星小区,2室1厅,95.8,10509,南 北,91.16,6,精装,板楼
宣西宣庆体院,宣西小区,2室1厅,42,8140,南 北,51.6,8,简装,板楼
师大附小沙曼小区,市委党校家属楼,2室1厅,51.8,9144,西 东,56.65,7,简装,板楼
哈西商圈,壹品新境,1室1厅,88,13583,南,64.79,28,精装,板楼
新发小区大润发,米兰国际公寓,1室1厅,56,8936,南,62.67,21,精装,塔楼
哈西商圈,枫蓝国际,1室1厅,68,11334,西,60,33,精装,板楼
南岗会展商圈,信恒现代城,2室2厅,130,12038,南 北,108,7,精装,板楼
儿童公园,永和街,1室1厅,32,7012,东南,45.64,7,毛坯,板楼
复华校国展工大附中,交通街,3室1厅,60,8334,东 西,72,7,简装,板塔结合
师大附小沙曼小区,沙曼小区六街区,2室1厅,49.8,10694,南,46.57,7,简装,板楼
哈西商圈,汇龙北纬,2室1厅,98,12766,东南,76.77,24,精装,板楼
仪兴商圈,仪兴小区,2室2厅,83,9109,东南 北,91.12,7,简装,板楼
哈西商圈,巴黎第五区,2室1厅,143.8,15978,西南,90,31,精装,板楼
哈西商圈,南郡·香醍雅诺,2室1厅,142.8,15820,南 北,90.27,26,简装,板楼
哈西商圈,柒零捌零城仕公馆,2室1厅,188,16545,南 北,113.63,31,精装,板楼
哈西商圈,涧桥西畔,1室1厅,93,14214,南,65.43,27,精装,板楼
哈西商圈,巴黎第五区,2室1厅,169,17256,南 北,97.94,31,精装,板楼
哈西商圈,巴黎第五区,2室1厅,150,15832,南,94.75,20,精装,板楼
哈西商圈,悦城,1室1厅,78,15666,南,49.79,25,精装,板楼
宣西宣庆体院,宣西小区,4室1厅,248,7666,南 北,323.54,8,其他,板楼
哈西商圈,悦城,1室1厅,98.8,14560,南,67.86,32,精装,板楼
哈西商圈,纳帕英郡,2室2厅,205,18982,南 北,108,24,精装,板楼
哈西商圈,保利颐和家园,2室1厅,82.5,11327,南 北,72.84,7,简装,板楼
哈西商圈,龙泽金水尚都西区,2室1厅,109.8,15357,南,71.5,25,精装,板楼
哈南商圈,英伦名邸,2室1厅,128.8,12628,南 北,102,18,精装,板楼
哈西商圈,金博花园南区,2室1厅,52,5849,南 北,88.91,7,简装,板楼
哈西商圈,大众新城二期,1室1厅,60.8,10920,南,55.68,7,精装,板塔结合
南岗会展商圈,阳光绿色家园,3室2厅,79,7566,西南,104.42,8,精装,板楼
哈西商圈,福顺尚都,1室1厅,96,13633,东北,70.42,31,简装,板塔结合
哈西商圈,南郡·香醍雅诺,2室1厅,158,17656,南 北,89.49,18,精装,板楼
哈西商圈,领域佳境,2室1厅,83,10247,南 北,81,17,精装,板楼
哈西商圈,天悦国际,1室1厅,62,14602,南 北,42.46,30,简装,板楼
哈西商圈,巴黎第五区,1室1厅,99,16172,西北,61.22,31,简装,板楼
哈西商圈,福顺尚都,2室1厅,190,15080,南 北,126,30,精装,板楼
哈西商圈,尚熙雅轩,2室1厅,110,15491,西,71.01,32,简装,板楼
哈西商圈,西典家园北区,2室1厅,139.8,12610,南 北,110.87,17,精装,板楼
南岗分局十三中,华山小区,1室1厅,28,8161,东,34.31,7,其他,板楼
哈西商圈,悦城,1室1厅,83,15792,南 北,52.56,25,简装,板楼
哈西商圈,悦城,2室1厅,165.8,17618,南,94.11,31,简装,板楼
新发小区大润发,新发小区E区,1室0厅,43,13342,东,32.23,7,其他,板楼
哈西商圈,中海·雍景熙岸,3室2厅,220,16920,南 北,130.03,34,精装,板楼
哈西商圈,尚熙雅轩,2室1厅,153,15140,西南,101.06,32,精装,板楼
哈西商圈,悦城,1室1厅,92,17171,东南,53.58,25,精装,板楼
仪兴商圈,仪兴小区,2室1厅,46,6186,南 北,74.37,7,简装,板楼
哈西商圈,征仪路花园小区A区西区,2室1厅,88,8350,南 北,105.39,7,简装,暂无数据
