具体地址,小区名称,格局,总价,每平米价格,朝向,面积,楼层,装修,房屋结构
哈西商圈,壹品新境,3室2厅,279,16627,南 北,167.8,28,精装,板楼
哈西商圈,辰能·溪树庭院南区,3室2厅,280,19311,南 北,145,17,毛坯,板楼
儿童公园,光芒街(永和街),4室3厅,120,5941,南 北,202,8,简装,板楼
花园铁岭继红校,花园街,3室1厅,185,13310,南 北,139,4,简装,板楼
龙塔,香榭丽苑,3室2厅,158,10129,西南,156,28,简装,塔楼
宣西宣庆体院,宣西小区,3室1厅,69,6635,南 北,104,5,精装,板楼
新发小区大润发,三姓街,2室2厅,85,11972,东 西,71,8,精装,板楼
船舶军工,极乐小区（哈铁文化住宅小区）,3室1厅,80,8334,南 北,96,7,简装,板楼
师大附小沙曼小区,振兴街,3室1厅,139,17989,南 北,77.27,6,简装,板楼
海城市场商圈,华风海城湾,2室1厅,130,14773,南,88,29,简装,板楼
哈西商圈,盛世桃园,2室1厅,65,7295,南 北,89.11,8,精装,板楼
宣西宣庆体院,大成街,2室1厅,52,11064,南,47,7,精装,板楼
哈西商圈,保利清华颐园,2室2厅,175,15351,南 北,114,33,精装,板楼
复华校国展工大附中,复华小区北区,2室1厅,72,8425,南 西,85.46,8,简装,板楼
团结萧红校哈站北秀宾馆,上方小区,2室1厅,128,12729,西南,100.56,27,精装,板楼
西大桥商圈,元和街,3室1厅,115.8,9650,南 北,120,8,简装,板楼
南岗分局十三中,鼎新小区,2室1厅,51.5,5365,北 南 西,96,7,简装,板楼
宣西宣庆体院,傲城国际,2室1厅,165,13365,东 西,123.46,30,精装,板楼
宣西宣庆体院,新新家园,3室2厅,209,11237,南 北,186,12,精装,板楼
仪兴商圈,仪兴小区,2室2厅,109.5,8424,南 北,130,8,简装,板楼
哈特百脑汇教化工大,上夹树街,3室1厅,68,9660,南 北,70.4,7,简装,板楼
哈西商圈,南开华府,3室1厅,140,14737,南 北,95,27,精装,板楼
马家沟校大成街,宣威街,2室1厅,52,7801,南 北,66.66,8,精装,板楼
革新教堂,国庆街,3室2厅,158,10000,南 北,158,8,精装,板塔结合
西大桥商圈,汉兴街,3室1厅,100.8,9665,东南 西南,104.3,7,简装,板塔结合
儿童公园,河苑观景花园,3室1厅,235,13203,东南 西,178,18,精装,板塔结合
南岗分局十三中,大自然家园,2室1厅,58,6667,东 西,87,7,简装,板楼
龙塔,中浩华尔街,3室2厅,240,13044,南 北,184,32,精装,板楼
南岗分局十三中,龙福家园(南岗区),2室1厅,36,6321,南 北,56.96,7,简装,板楼
宣西宣庆体院,宣西小区,3室1厅,95,7038,南 北,135,8,简装,板楼
先锋路商圈,新苑小区,3室2厅,148,7749,南 北,191,7,简装,板楼
南岗分局十三中,龙福家园(南岗区),4室2厅,115,5666,南 北,203,8,简装,板楼
西大桥商圈,北鸿花园,3室1厅,168,8889,南 北,189,7,精装,板楼
海城市场商圈,人达小区,3室1厅,145,11329,东 南,128,17,精装,板楼
南岗会展商圈,红旗示范新区,2室1厅,68,9067,南 北,75,7,简装,板塔结合
龙塔,宣庆小区,2室1厅,38,5353,东,71,7,精装,板楼
团结萧红校哈站北秀宾馆,邮政街(上夹树街),3室1厅,92,9388,南 北,98,6,精装,板楼
龙塔,红星名苑,2室1厅,150,12482,南 北,120.18,18,精装,板塔结合
哈西商圈,悦城,3室2厅,206,15607,南 北 东,132,32,精装,板楼
南岗分局十三中,大自然家园,2室1厅,65,7739,东 西,84,7,精装,板楼
宣西宣庆体院,宣西小区,3室1厅,42,5250,东南 西,80,8,简装,板楼
新发小区大润发,新发小区C区,2室1厅,42,5983,东 西,70.2,8,简装,暂无数据
师大附小沙曼小区,林园小区,3室1厅,90,8257,南 北,109,8,简装,板楼
师大附小沙曼小区,师大艺术产业园,3室2厅,398,18774,南 北,212,31,精装,板楼
儿童公园,永和街,2室1厅,48,8298,东 西,57.85,7,精装,板楼
南岗分局十三中,先锋二区段,3室1厅,72,6207,南 北,116,8,精装,板楼
哈特百脑汇教化工大,桥北小区,3室1厅,86,8600,南 北,100,7,简装,板楼
哈西商圈,辰能溪树庭院,2室2厅,270,22287,南 北,121.15,18,精装,板楼
哈西商圈,涧桥西畔,3室2厅,220,16794,东 西,131,30,精装,板楼
新发小区大润发,鼎新三道街,3室1厅,75,9741,南 北,77,6,精装,板楼
海城市场商圈,宇翔家园,3室1厅,165,9375,东 南 北,176,23,简装,板楼
哈西商圈,巴黎第五区,3室2厅,267,22067,南 北,121,11,精装,板楼
哈西商圈,鸿朗花园南区,2室1厅,178,13561,南 北,131.26,22,简装,板塔结合
王岗商圈,哈西骏赫城,3室2厅,139.5,10569,南 北,132,14,精装,板楼
团结萧红校哈站北秀宾馆,邮政街(上夹树街),2室1厅,74,10000,南 北,74,32,简装,板楼
哈西商圈,阳光家园二期,2室1厅,85,10663,南 北,79.72,16,精装,板楼
花园铁岭继红校,吉林街,3室1厅,149,15576,南 北,95.66,8,简装,板楼
南岗分局十三中,中植方洲苑,2室1厅,110,10770,东 西 北,102.14,7,精装,板楼
南岗分局十三中,中植方洲苑,2室1厅,139.5,10334,南 北,135,7,精装,板楼
宣西宣庆体院,大成小区,3室1厅,68,5720,南 北,118.9,7,精装,板楼
宣西宣庆体院,宣西小区,3室1厅,85.8,6500,南 北,132,7,简装,板楼
哈西商圈,中海·雍景熙岸,2室1厅,146.5,16480,南 北,88.9,31,精装,板楼
船舶军工,璟盛嘉园,3室1厅,230,16789,东 西 北,137,30,精装,板塔结合
哈西商圈,辰能溪树庭院,2室2厅,210,16407,南 北,128,11,精装,板楼
哈西商圈,西典家园北区,2室1厅,128,12930,南 西 北,99,11,简装,板楼
哈西商圈,东方新天地,2室1厅,157.5,16238,南,97,18,精装,板楼
哈西商圈,恒祥首府,2室1厅,190,15323,南 北,124,32,简装,板塔结合
复华校国展工大附中,复华小区北区,3室1厅,95,6738,南 北,141,8,简装,板楼
南岗分局十三中,中植方洲苑,4室1厅,240,10860,南 北 东,221,13,简装,板楼
哈西商圈,盟科万城,3室2厅,185,12092,南 北,153,26,精装,板塔结合
哈西商圈,辰能·溪树庭院南区,3室1厅,329,22230,南 北,148,20,精装,板楼
南岗会展商圈,盟科视界,3室2厅,270,12500,南 北 东,216,32,精装,板楼
哈西商圈,壹品新境,2室1厅,145,15592,南,93,30,精装,板楼
师大附小沙曼小区,双兴小区,2室1厅,147,12240,东 西,120.1,30,精装,板楼
南岗分局十三中,中植方洲苑,3室1厅,168,10500,南 北,160,6,简装,板楼
哈西商圈,东方新天地,3室2厅,230,16084,南 北 东,143,18,精装,板楼
宣西宣庆体院,宣西小区,2室1厅,57,7125,南 北,80,8,简装,板楼
新发小区大润发,三姓街,2室1厅,62.8,5870,南,107,7,精装,板楼
师大附小沙曼小区,师大家属楼,3室1厅,170,17172,东 西,99,8,简装,板楼
哈西商圈,金域蓝城,3室1厅,257.8,20141,南 北,128,30,精装,板楼
仪兴商圈,仪兴小区,3室1厅,84.8,8000,东 南,106,7,简装,板楼
哈西商圈,纳帕英郡,3室1厅,230,18791,南 西 北,122.4,33,精装,板塔结合
花园铁岭继红校,吉林街,3室1厅,168,14118,西 东,119,8,简装,板楼
南岗分局十三中,花园小区(南岗区),2室1厅,47.5,8483,南 西,56,8,简装,板楼
新发小区大润发,新发小区F区,2室1厅,44,8302,东 西,53,8,简装,板楼
西大桥商圈,苗圃小区,4室2厅,290,12832,南 北,226,18,精装,板楼
马家沟校大成街,宣威街,2室1厅,39,4643,南,84,8,简装,板楼
哈西商圈,纳帕英郡,4室2厅,420,23729,南 北 西,177,33,精装,板楼
哈西商圈,壹品新境,3室1厅,166,14435,南 西,115,25,简装,板楼
仪兴商圈,仪兴小区,2室1厅,110,8149,东 西,135,8,简装,板楼
宣西宣庆体院,宣化小区,3室1厅,84,7434,东 西,113,7,简装,板楼
新发小区大润发,新发小区B区,2室1厅,33,4783,南 北,69,8,简装,板楼
哈西商圈,辰能·溪树庭院南区,1室1厅,110,13750,南,80,31,毛坯,板楼
龙塔,信恒花园,3室2厅,170,7728,南 北,220,7,精装,板楼
哈西商圈,恒大珺庭,3室2厅,230,17294,南 北,133,16,毛坯,板楼
花园铁岭继红校,龙江街,3室1厅,228,13492,南,169,7,简装,板塔结合
南岗分局十三中,中植方洲苑,3室2厅,160,11213,南 北,142.7,6,精装,板楼
新发小区大润发,新发小区B区,2室1厅,55,6044,南 北,91,8,简装,板楼
宣西宣庆体院,宣西小区,2室1厅,65,8125,南 北,80,8,简装,板楼
南岗分局十三中,中植方洲苑,2室1厅,125,11033,北 南,113.3,7,精装,板楼
新发小区大润发,新发小区D区,2室1厅,60,6000,东 西,100,8,精装,板楼
马家沟校大成街,洁净街,2室1厅,49.5,7984,南 北,62,7,简装,板楼
南岗分局十三中,龙福家园(南岗区),2室2厅,185,11145,西,166,28,精装,塔楼
新发小区大润发,新发小区E区,3室1厅,90,7349,南 北,122.48,8,简装,板塔结合
海城市场商圈,中山花园,3室1厅,168,11071,东 南,151.76,28,精装,板塔结合
海城市场商圈,中山花园,3室1厅,140,10775,西北,129.94,8,简装,板楼
儿童公园,人和名苑,2室2厅,179,13162,南 北,136,29,精装,板楼
哈西商圈,四季芳洲,3室2厅,125,8929,南 北,140,8,精装,板楼
哈西商圈,壹品新境,3室2厅,259.5,15493,南 北,167.5,28,精装,板楼
师大附小沙曼小区,文苑小区,3室2厅,180,13361,南 北,134.73,13,简装,板塔结合
花园铁岭继红校,东大直街,2室1厅,70,6931,东 西,101,7,简装,板楼
南岗会展商圈,盟科视界,3室1厅,240,12632,东 西,190,32,精装,板楼
万达商圈,金桂园,4室2厅,289,11894,南 北,243,16,简装,板楼
南岗会展商圈,盟科视界,2室1厅,193,13786,南 北,140,32,精装,板楼
龙塔,农垦小区,2室1厅,90,10844,南 北,83,7,精装,板楼
龙塔,益恒园,3室2厅,198.5,11343,东 南 北,175,22,精装,板楼
新发小区大润发,新发小区C区,2室1厅,65,8784,南 北,74,8,简装,板楼
新发小区大润发,恒润嘉园,3室1厅,170,8948,东北,190,17,简装,板塔结合
新发小区大润发,新发小区,2室1厅,65,7387,南 北,88,8,简装,板楼
宣西宣庆体院,宣西小区,3室1厅,52,5910,南 北,88,8,简装,板楼
省医院商圈,中海文昌公馆,3室1厅,235,19106,南,123,34,简装,暂无数据
哈西商圈,辰能溪树庭院,3室2厅,390,21667,南 北,180,15,精装,板楼
新发小区大润发,新发小区D区,2室1厅,38,5202,西北,73.06,9,简装,板楼
新发小区大润发,海富名都城,3室1厅,215,14828,东 西,145,14,精装,板楼
南岗分局十三中,龙福家园(南岗区),2室1厅,168,10701,东南,157,28,简装,塔楼
船舶军工,极乐小区（哈铁文化住宅小区）,2室1厅,103,7013,南 北,146.88,8,简装,板楼
宣西宣庆体院,海富金棕榈,2室2厅,200,17640,南 北,113.38,32,精装,板楼
宣西宣庆体院,宣西小区,2室1厅,69,8550,南 北,80.71,8,毛坯,板楼
师大附小沙曼小区,学府名苑(南岗区),4室3厅,280,10487,南 西 北,267,17,简装,板楼
哈西商圈,南郡·香醍雅诺,3室1厅,206,16770,南 北,122.84,16,精装,板楼
花园铁岭继红校,龙江大厦,2室2厅,239,14754,东 南,162,20,简装,板楼
宣西宣庆体院,宣西小区,2室2厅,70,4576,南 西,153,8,精装,板楼
仪兴商圈,仪兴小区,2室1厅,115,9056,南 北,127,8,简装,板楼
革新教堂,黑山街,3室1厅,62.8,6942,东 西,90.47,8,精装,板楼
万达商圈,宏景天地,3室1厅,190,10053,西南,189,32,精装,板楼
新发小区大润发,海富名都城,3室1厅,188,13240,南 北,142,16,精装,板楼
复华校国展工大附中,交通街,3室1厅,105,9293,南 北,113,6,简装,暂无数据
龙塔,中浩华尔街,3室2厅,210,14094,东 南 北,149,28,精装,板楼
革新教堂,革新街,3室1厅,155,11155,南 北,138.96,15,精装,塔楼
花园铁岭继红校,恒运大厦,2室2厅,275,24775,南,111,28,精装,塔楼
新发小区大润发,新发小区D区,3室1厅,45,6250,南 北,72,8,简装,板楼
花园铁岭继红校,宁江胡同,2室1厅,89,14631,南 北,60.83,8,简装,板楼
哈西商圈,中海·雍景熙岸,3室2厅,295,22181,南 北,133,34,精装,板楼
西大桥商圈,元和街,2室1厅,67.8,7534,南 北,90,8,简装,板楼
哈西商圈,纳帕英郡,4室2厅,315,18640,南 北,169,33,简装,板楼
王岗商圈,鑫泉金岗湾,3室1厅,88,8052,南 北,109.3,11,毛坯,板楼
西大桥商圈,清明四道街,2室1厅,80,6957,东 西,115,0,简装,暂无数据
新发小区大润发,新发小区,3室1厅,52,6934,东 西,75,8,简装,板楼
花园铁岭继红校,邮政街,3室1厅,140,14789,南 北,94.67,8,简装,板楼
新发小区大润发,新发小区F区,2室1厅,53.9,7388,南 北,72.96,8,简装,板楼
南岗会展商圈,信恒现代城,3室1厅,248,12157,南 北,204,17,精装,板楼
海城市场商圈,恒运花园,3室1厅,220,10177,西南,216.18,30,精装,板楼
儿童公园,永和街,3室1厅,75,7463,南 北,100.5,8,简装,板楼
哈西商圈,纳帕英郡,4室2厅,285,16861,南 北,169.03,33,精装,板楼
省医院商圈,中海文昌公馆,3室1厅,170,17002,南,99.99,23,毛坯,暂无数据
龙塔,黄河路,3室2厅,135,8438,东 西,160,9,简装,板楼
复华校国展工大附中,复华小区北区,2室2厅,78,6142,南 北,127,8,精装,板楼
哈西商圈,学府花园,2室1厅,92,9777,南,94.1,8,简装,塔楼
哈西商圈,保利清华颐园,2室1厅,186,18416,南 北,101,33,精装,板楼
龙塔,宣庆小区,2室1厅,105,10500,南 北,100,7,精装,板楼
哈西商圈,创建小区,2室1厅,96.8,8492,南 北,114,4,简装,板楼
哈西商圈,辰能·溪树庭院南区,3室2厅,320,21918,南 北,146,20,毛坯,板楼
新发小区大润发,新发小区E区,2室1厅,60,7059,南 北,85,7,精装,板楼
儿童公园,光芒街(永和街),3室1厅,69.8,7601,东 西,91.84,7,简装,板楼
南岗分局十三中,华山小区,3室2厅,86,6826,东 西,126,8,精装,板楼
新发小区大润发,海富名都城,2室1厅,188,14352,南 北,131,16,简装,板楼
西大桥商圈,新七政小区,3室1厅,69.8,7411,南 北,94.19,8,简装,板楼
儿童公园,人和街,3室1厅,72,6261,东 西,115,8,精装,板楼
哈西商圈,辰能溪树庭院,3室2厅,353,19290,南 北,183,15,精装,板楼
哈西商圈,福顺尚都,3室2厅,200,13334,南 西 北,150,18,简装,板楼
南岗会展商圈,信恒现代城,3室2厅,188,11191,南 北,168,8,精装,板塔结合
先锋路商圈,新苑小区,3室1厅,115,8985,东 西,128,7,精装,板楼
儿童公园,兽研家属楼,3室1厅,129.5,13215,东 南,98,18,简装,板楼
海城市场商圈,恒运花园,2室2厅,190,11802,西,161,30,精装,板楼
先锋路商圈,黄河绿园A区,3室2厅,240,10435,东南,230,27,简装,塔楼
团结萧红校哈站北秀宾馆,民益街,3室1厅,155,13136,东 西,118,7,简装,板楼
儿童公园,人和名苑,3室2厅,225,12249,东南,183.69,29,简装,板楼
宣西宣庆体院,十字街,3室1厅,95,7504,西北,126.6,8,简装,板楼
哈西商圈,学府花园,2室1厅,66.8,8224,东,81.23,8,精装,塔楼
仪兴商圈,仪兴小区,3室2厅,152,9048,南 北,168,7,精装,板楼
南岗分局十三中,中植方洲苑,4室1厅,175,9723,南 北,180,7,精装,板楼
哈特百脑汇教化工大,铁路街,3室2厅,128,11429,南 北,112,8,精装,板楼
花园铁岭继红校,宁江胡同,3室1厅,200,28170,南,71,5,简装,板楼
王岗商圈,海德堡家园,3室1厅,95,8797,南,108,7,精装,板楼
省医院商圈,中海文昌公馆,3室1厅,208,16911,南 北,123,28,毛坯,暂无数据
花园铁岭继红校,东大直街,2室2厅,248,17589,东 西,141,16,精装,板楼
哈西商圈,涧桥西畔,3室1厅,273,16476,南 北,165.7,30,精装,板楼
仪兴商圈,仪兴小区,3室1厅,109,10793,南 北,101,7,简装,板楼
哈西商圈,西典家园北区,3室2厅,129.8,10004,南 北,129.75,17,简装,板楼
花园铁岭继红校,花园街,3室1厅,104,9720,南 北,107,7,精装,板楼
马家沟校大成街,文教街,3室1厅,32.8,5125,南 北,64,7,简装,板楼
复华校国展工大附中,复华小区北区,2室2厅,150,12296,南 西,122,8,精装,板楼
团结萧红校哈站北秀宾馆,满洲里街,3室1厅,75,10000,南 北,75,7,简装,板楼
哈西商圈,东辉明珠园,2室1厅,150,15198,南 北,98.7,6,精装,板楼
哈西商圈,西典家园北区,3室1厅,158,12846,南 北,123,11,简装,板楼
师大附小沙曼小区,学府名苑(南岗区),3室1厅,190,13476,南 北,141,17,精装,板楼
南岗会展商圈,红旗示范新区,3室1厅,130,14773,南 北,88,7,精装,板楼
宣西宣庆体院,十字街,3室1厅,75,6098,南 北,123,7,简装,板楼
师大附小沙曼小区,和兴七道街,3室1厅,109,8111,东 西,134.4,8,精装,板楼
花园铁岭继红校,花园街,3室2厅,185,14231,南 北,130,7,简装,板楼
革新教堂,名门公寓,3室2厅,245,12565,东 南,195,24,简装,板楼
哈西商圈,辰能·溪树庭院南区,3室2厅,260,17936,南 北 东,144.96,30,精装,板楼
海城市场商圈,文道雅居,2室2厅,92,9486,南 北,96.99,8,精装,板楼
南岗会展商圈,龙埠城市花园,3室2厅,160,11057,南 北,144.71,7,精装,板楼
西大桥商圈,木兰街,3室2厅,125,12316,南 北,101.5,8,简装,板楼
南岗分局十三中,花园小区(南岗区),2室1厅,52,6420,东 西,81,8,精装,板楼
宣西宣庆体院,大成街,2室2厅,109,7694,东 西,141.68,8,精装,板楼
省医院商圈,中海文昌公馆,3室2厅,239,17574,南 北,136,34,简装,板塔结合
哈特百脑汇教化工大,桥北小区,2室1厅,88,7040,南 北,125,7,精装,板楼
哈西商圈,中海·雍景熙岸,3室2厅,277,21308,南 北,130,34,毛坯,板楼
南岗会展商圈,信恒现代城,2室2厅,140,11291,南 北,124,8,精装,板塔结合
龙塔,信恒花园,3室2厅,117,9436,南 北,124,7,精装,板楼
海城市场商圈,中山花园,3室1厅,195,10894,南 西,179,28,简装,板塔结合
西大桥商圈,苗圃小区,3室1厅,162,11633,南 北,139.26,15,简装,板楼
团结萧红校哈站北秀宾馆,货栈街,2室2厅,163,11320,南 北,144,17,简装,塔楼
龙塔,金源花园,3室2厅,210,10881,东南,193,25,精装,塔楼
西大桥商圈,汉祥家园,2室1厅,130,10834,南 北,120,7,精装,板塔结合
龙塔,香榭丽苑,3室2厅,255,11087,东 南 北,230,28,简装,塔楼
南岗会展商圈,泰海花园小区,2室1厅,128,14116,东 西,90.68,7,简装,板楼
先锋路商圈,新苑小区,3室2厅,155,10001,南 北,154.99,7,简装,板楼
南岗分局十三中,辽河路,3室1厅,60,5556,南 北,108,8,简装,暂无数据
儿童公园,龙电花园,3室1厅,170,11644,东 南,146,17,简装,塔楼
哈西商圈,华润·凯旋门,3室1厅,185,17849,南 北,103.65,31,精装,板楼
哈西商圈,福顺尚都,4室2厅,240,14286,南 北,168,18,精装,板楼
南岗会展商圈,泰海花园小区,3室2厅,212,11778,南 北,180,7,简装,板楼
海城市场商圈,文海溪畔,2室1厅,151.8,15180,南 北,100,28,精装,板楼
先锋路商圈,黑龙江科技大学家属楼,3室1厅,68,5965,南 北,114,8,简装,板楼
花园铁岭继红校,辽阳街,2室1厅,158,19750,南 北,80,7,精装,板楼
哈西商圈,阳光家园北区,2室1厅,113,11079,南 北,102,18,简装,板楼
哈特百脑汇教化工大,桥北新城,3室1厅,188.8,12587,南 北,150,16,精装,板楼
哈西商圈,科大安居小区,2室1厅,86,8270,东 西,104,7,简装,板楼
省医院商圈,中海文昌公馆,2室1厅,240,17778,南 北,135,34,简装,塔楼
哈西商圈,万达华宅F区,3室2厅,220,17055,南 北,129,31,精装,板楼
